customer_id,name,age,gender,city,income,spending_score,tenure,monthly_visits,favorite_product,favorite_category,purchase_frequency,churn
23,Mrs. Nancy Schroeder,38,Female,Delhi,64198,72,48,9,Laptop,Electronics,4,0
24,Jacob Alvarado,26,Male,Hyderabad,142932,73,56,8,Shoes,Fashion,14,0
25,Jeff Shannon,27,Female,Pune,55918,98,6,13,Smart TV,Electronics,20,0
26,Nancy Hansen,50,Male,Chennai,123496,7,18,17,Gaming Console,Gaming,2,0
27,Scott Parker,53,Female,Delhi,42035,86,38,15,Headphones,Fashion,16,0
28,Michael Austin,56,Male,Mumbai,102044,64,50,24,Camera,Fashion,10,0
29,Jennifer Haynes,44,Female,Bangalore,90500,81,53,19,Watch,Fitness,7,0
30,Emily Parker,60,Male,Hyderabad,141527,36,48,25,iPhone,Accessories,16,0
31,Todd Brown,39,Female,Mumbai,63821,17,13,7,Watch,Fitness,2,0
32,Nicole Foster,46,Female,Mumbai,100735,80,33,30,Gaming Console,Electronics,7,0
33,Melissa Diaz,27,Male,Delhi,46215,82,58,28,Fitness Band,Accessories,10,0
34,Rebecca King,28,Female,Chennai,66037,18,22,9,Watch,Gaming,19,0
35,Kristen Villegas,19,Female,Mumbai,44935,38,49,30,Laptop,Electronics,5,0
36,Matthew Cantrell,56,Female,Mumbai,129347,16,31,24,Camera,Fitness,3,0
37,Duane Howe,23,Male,Bangalore,48035,15,43,17,Headphones,Accessories,11,0
38,Benjamin Brown,56,Male,Mumbai,145469,97,28,8,Laptop,Fashion,13,0
39,Alan Williams,52,Female,Hyderabad,97175,23,3,27,Headphones,Fashion,11,1
40,Michael Waters,49,Male,Delhi,135997,31,7,27,Headphones,Gaming,7,1
41,Scott Bailey,33,Male,Delhi,33784,70,15,30,Fitness Band,Electronics,7,0
42,Yolanda Hughes,42,Female,Delhi,55824,98,4,30,Headphones,Accessories,11,0
43,Kristine Gibbs,50,Female,Delhi,27572,24,5,17,Camera,Electronics,11,1
44,James Payne,29,Female,Bangalore,68543,28,49,11,Watch,Accessories,18,0
45,Brian Rodriguez,46,Male,Hyderabad,75371,28,49,11,Fitness Band,Fitness,8,0
46,Danny Frank,41,Male,Mumbai,112428,95,52,17,Gaming Console,Gaming,10,0
47,Joseph Smith,58,Female,Mumbai,86193,49,38,23,Tablet,Electronics,20,0
48,Matthew Hernandez,41,Female,Chennai,117090,6,52,7,Tablet,Fitness,18,0
49,Sean Kennedy,54,Female,Bangalore,41277,75,50,6,Smart TV,Fashion,11,0
50,Elaine Lee,51,Male,Chennai,99609,29,38,17,Smart TV,Fashion,2,0
51,Melissa Walters,21,Female,Delhi,124098,96,11,14,Laptop,Gaming,15,0
52,Angela Alexander,26,Male,Hyderabad,50463,86,59,19,Shoes,Fitness,10,0
53,Katherine Calhoun,42,Female,Hyderabad,102744,17,36,30,Shoes,Accessories,19,0
54,Misty Hayes,52,Female,Hyderabad,105728,22,46,24,Camera,Accessories,5,0
55,Brian Miller,39,Female,Mumbai,87861,77,13,20,Watch,Accessories,13,0
56,Courtney Foley,51,Male,Delhi,40732,100,29,15,Shoes,Gaming,5,0
57,Keith Nielsen,48,Female,Hyderabad,27874,57,52,2,Tablet,Accessories,9,0
58,Joseph Stevens,20,Female,Chennai,119556,79,51,12,Shoes,Fashion,7,0
59,Jordan Lopez,41,Male,Chennai,91728,27,45,16,Laptop,Fitness,9,0
60,Amanda Davenport,50,Male,Delhi,41608,35,24,5,Gaming Console,Gaming,20,0
61,Richard Kim,36,Female,Delhi,45410,66,10,24,Gaming Console,Electronics,19,0
62,Theresa Rivas,57,Female,Delhi,92173,28,4,20,Fitness Band,Fitness,11,1
63,Whitney Smith,37,Male,Chennai,118432,25,40,10,iPhone,Accessories,16,0
64,Jordan Cervantes,45,Male,Delhi,67009,98,41,5,Camera,Fitness,18,0
65,Brooke Stone,56,Female,Pune,118160,17,40,18,Gaming Console,Accessories,19,0
66,Nathan Ward,60,Male,Bangalore,79814,76,22,12,Watch,Electronics,5,0
67,Debra Rojas,38,Male,Pune,69281,28,29,25,Watch,Gaming,2,0
68,Suzanne Watkins,36,Male,Bangalore,124352,12,6,15,Smart TV,Gaming,19,1
69,Jane Smith,21,Female,Mumbai,70859,76,27,23,Headphones,Accessories,17,0
70,Charlene Lane,49,Male,Pune,49963,49,15,3,Laptop,Fitness,12,0
71,Christina Hines,57,Male,Mumbai,71401,72,25,24,Tablet,Fashion,4,0
72,Jason Chung,50,Male,Bangalore,70904,67,40,25,Camera,Fitness,16,0
73,Stephanie Jackson,60,Male,Mumbai,100588,56,24,25,Camera,Fitness,4,0
74,William Smith,58,Female,Bangalore,102361,36,39,21,Fitness Band,Gaming,2,0
75,Daniel Reyes,60,Male,Chennai,143022,98,7,16,Gaming Console,Electronics,17,0
76,Alexandra Peterson,51,Female,Hyderabad,131127,64,55,8,Camera,Gaming,16,0
77,Mikayla Carter,33,Female,Delhi,42763,24,45,30,Gaming Console,Fitness,12,0
78,Roberto Hawkins,21,Female,Bangalore,68691,24,54,17,Shoes,Gaming,9,0
79,Frank Sandoval,59,Male,Chennai,107496,53,44,27,Gaming Console,Fashion,20,0
80,Gregory Huber,46,Male,Chennai,134216,24,29,5,Laptop,Fitness,20,0
81,Dakota James,55,Male,Bangalore,29127,53,57,20,Camera,Gaming,18,0
82,Linda Jacobs,40,Male,Chennai,93617,68,12,23,Headphones,Fitness,14,0
83,Danielle Garcia,40,Male,Pune,112314,19,60,24,Camera,Fitness,9,0
84,Jacqueline White,57,Female,Mumbai,137851,98,35,12,Camera,Gaming,11,0
85,Julie Schultz,25,Female,Delhi,38292,89,40,2,Headphones,Fashion,6,0
86,Jessica Khan,55,Male,Delhi,137212,25,24,9,Smart TV,Gaming,5,0
87,Nicholas Wong,39,Female,Pune,42992,81,58,30,iPhone,Fitness,10,0
88,Melanie Santiago,54,Female,Delhi,24976,56,35,5,Smart TV,Fashion,20,0
89,Michael Roach,23,Female,Mumbai,103715,30,39,25,Headphones,Fitness,13,0
90,Gregory Johnson,55,Female,Chennai,136096,12,37,9,Gaming Console,Gaming,8,0
91,Michael Phillips,21,Female,Mumbai,25927,89,37,9,Tablet,Gaming,11,0
92,Tyler Hall,54,Female,Pune,103375,47,14,9,Shoes,Fitness,11,0
93,Jessica Tran,43,Female,Bangalore,30870,78,37,12,Smart TV,Fashion,11,0
94,Kelly Lewis,45,Female,Mumbai,98917,58,28,15,Watch,Fashion,17,0
95,Nicholas Gregory,34,Male,Chennai,83960,79,16,25,Gaming Console,Electronics,15,0
96,Chelsea Evans,37,Male,Hyderabad,40147,44,55,4,Shoes,Accessories,17,0
97,Brian Harmon,48,Female,Hyderabad,35732,46,58,20,Fitness Band,Gaming,2,0
98,Catherine Oneill,20,Female,Delhi,134652,77,9,20,Headphones,Gaming,8,0
99,Katelyn Romero,47,Female,Bangalore,43244,15,48,7,Gaming Console,Electronics,6,0
100,Jimmy Reed,52,Female,Mumbai,61555,70,10,14,Camera,Electronics,20,0
101,Theresa Smith,51,Male,Mumbai,103283,28,60,12,Headphones,Electronics,13,0
102,Joyce Booth,44,Male,Chennai,120578,82,5,29,Shoes,Fashion,8,0
103,Rebecca Stokes,52,Male,Hyderabad,114153,100,55,7,Smart TV,Gaming,18,0
104,Frances Brooks,50,Female,Mumbai,137237,50,58,23,Laptop,Accessories,1,0
105,Andrew Perez,26,Female,Pune,119907,86,26,29,Smart TV,Fitness,9,0
106,Virginia Young,39,Male,Chennai,147542,1,4,5,Gaming Console,Electronics,7,1
107,Megan Ramos,27,Male,Chennai,112349,18,30,16,Camera,Electronics,12,0
108,John Gallagher,51,Male,Mumbai,134590,75,21,15,iPhone,Fashion,1,0
109,Benjamin Dominguez,52,Male,Delhi,90442,82,44,3,Tablet,Fitness,12,0
110,Fernando Ali,46,Female,Pune,76746,71,38,10,Tablet,Fitness,11,0
111,Lisa Fowler,57,Female,Delhi,38223,17,1,21,Laptop,Gaming,17,1
112,Christina Tucker,54,Female,Delhi,108612,80,49,30,Watch,Accessories,7,0
113,Terri Schultz,29,Female,Chennai,37508,10,46,23,Laptop,Fitness,5,0
114,Dr. Michelle Whitehead DVM,48,Female,Chennai,41735,67,8,17,Watch,Gaming,3,0
115,Victoria King,42,Male,Pune,140867,28,44,3,Headphones,Accessories,9,0
116,Shaun Owens,37,Female,Mumbai,53858,97,44,6,Gaming Console,Electronics,17,0
117,Margaret Hurley,26,Male,Mumbai,122419,41,55,5,Watch,Accessories,18,0
118,Lance Vaughn,39,Female,Delhi,129751,32,10,20,Smart TV,Electronics,1,1
119,Charles Livingston,25,Male,Hyderabad,66773,99,8,4,Camera,Fashion,8,0
120,Jason Williams,39,Male,Pune,31740,99,30,5,Watch,Electronics,13,0
121,Robin Bishop,45,Male,Hyderabad,78483,77,29,20,Headphones,Fitness,12,0
122,Andrew Travis,56,Male,Bangalore,58568,38,18,3,Smart TV,Accessories,16,0
123,James Brown,48,Male,Hyderabad,31346,37,4,13,Camera,Electronics,20,1
124,Andre Maldonado,54,Female,Pune,62355,58,4,15,Fitness Band,Fitness,20,0
125,Kimberly Cannon,23,Female,Bangalore,95572,55,23,10,Tablet,Electronics,6,0
126,Derrick Sherman,29,Female,Mumbai,116210,38,19,12,Fitness Band,Accessories,10,0
127,Diana Willis,32,Male,Pune,46196,5,28,21,iPhone,Gaming,10,0
128,David Daniel,44,Male,Delhi,125880,48,46,11,Fitness Band,Fashion,20,0
129,Christopher Espinoza,44,Female,Delhi,106411,52,23,7,Camera,Accessories,1,0
130,Lynn Phillips,29,Female,Bangalore,73165,72,27,18,Gaming Console,Gaming,12,0
131,Mr. Anthony Martinez,23,Male,Mumbai,27812,100,27,7,Camera,Accessories,2,0
132,Joel Ward,33,Male,Chennai,96527,93,19,28,Fitness Band,Fashion,14,0
133,Jennifer Adams,21,Female,Chennai,136718,20,50,21,Gaming Console,Gaming,13,0
134,Joe Tucker,49,Male,Bangalore,40918,60,60,1,Laptop,Fitness,5,0
135,Katrina Owens,21,Female,Mumbai,133876,27,50,12,Shoes,Fitness,3,0
136,Dennis Bishop,30,Female,Delhi,103398,78,42,14,iPhone,Fashion,14,0
137,Michael Anthony,36,Female,Mumbai,99078,100,57,29,Watch,Gaming,15,0
138,Tamara Wheeler,33,Male,Mumbai,77296,100,26,5,iPhone,Fashion,6,0
139,Timothy Montoya,44,Female,Mumbai,24550,13,44,29,Watch,Fitness,4,0
140,Shawn Davis,28,Male,Pune,34791,67,18,24,Gaming Console,Electronics,2,0
141,Vanessa Black,52,Female,Pune,53452,60,41,9,Smart TV,Fashion,18,0
142,Isabella Rosales,23,Female,Chennai,124715,14,32,2,Fitness Band,Electronics,14,0
143,Ashley Richardson,23,Male,Delhi,68608,21,18,7,Shoes,Fashion,12,0
144,William Bernard,18,Female,Hyderabad,124567,51,56,13,Shoes,Fitness,11,0
145,Dalton Neal,41,Female,Bangalore,54774,35,23,30,Laptop,Gaming,6,0
146,Cathy Lamb,26,Male,Delhi,35168,65,51,3,Smart TV,Fashion,4,0
147,Katherine Dominguez,31,Male,Hyderabad,115319,5,16,4,Shoes,Electronics,14,0
148,Richard Gutierrez,60,Female,Pune,23175,25,29,30,Camera,Accessories,5,0
149,Joseph Baker,27,Male,Pune,146969,20,13,1,Smart TV,Electronics,11,0
150,Melanie Hess,28,Male,Chennai,132853,39,36,3,Tablet,Gaming,16,0
151,Aaron Stevens,27,Male,Delhi,134684,85,53,27,Watch,Gaming,20,0
152,Philip Johnson,28,Male,Mumbai,22410,22,37,18,Smart TV,Gaming,19,0
153,Gregory Freeman,51,Female,Hyderabad,27015,63,24,26,Camera,Fashion,14,0
154,Eric Stafford,31,Male,Delhi,46153,51,46,2,Gaming Console,Gaming,17,0
155,Nancy Garcia,45,Male,Mumbai,145439,43,56,22,Fitness Band,Fashion,17,0
156,Andre Nguyen,18,Female,Hyderabad,127664,7,5,2,Headphones,Fitness,15,1
157,Michelle Hudson,34,Female,Chennai,24861,91,12,16,iPhone,Accessories,8,0
158,Kim Ortega,39,Male,Bangalore,104879,3,7,12,Smart TV,Gaming,16,1
159,Chelsea Watkins,57,Male,Bangalore,133788,63,23,24,Tablet,Gaming,9,0
160,Michael Morrison,45,Female,Pune,25271,42,7,19,Fitness Band,Fashion,7,0
161,Fernando Smith,45,Male,Pune,131713,64,14,16,Laptop,Accessories,6,0
162,Andrew English,55,Female,Bangalore,97614,56,26,20,Tablet,Fitness,17,0
163,David Williams,43,Female,Chennai,44908,88,46,2,iPhone,Gaming,20,0
164,Levi Gardner,39,Male,Hyderabad,128739,43,48,13,Fitness Band,Gaming,12,0
165,Amy Martin,38,Male,Delhi,42868,38,22,25,Laptop,Fitness,2,0
166,Tyler Miller,43,Male,Mumbai,56837,91,52,5,Fitness Band,Fitness,10,0
167,Ariel Williams,48,Female,Chennai,98575,53,56,28,Laptop,Gaming,20,0
168,Kevin Parker,28,Female,Chennai,100560,78,25,24,Tablet,Accessories,15,0
169,Mason Bishop,54,Female,Pune,34125,64,15,8,Smart TV,Fashion,16,0
170,Phillip Rodriguez,51,Male,Mumbai,104732,49,7,16,Laptop,Accessories,19,0
171,Amanda Cunningham,37,Female,Bangalore,126631,12,60,24,Laptop,Accessories,1,0
172,Jessica Young,53,Male,Delhi,149053,84,9,3,iPhone,Electronics,6,0
173,Marcus Garcia,58,Female,Delhi,68194,46,27,11,Tablet,Fitness,11,0
174,Nicole Sanchez,35,Female,Mumbai,21359,58,12,26,iPhone,Gaming,4,0
175,Alicia Patterson,28,Male,Chennai,64850,35,52,13,Headphones,Fitness,16,0
176,Joseph Butler,35,Female,Pune,41528,59,7,14,Laptop,Fitness,11,0
177,Sheila Taylor,44,Male,Hyderabad,139027,13,33,14,Shoes,Fitness,10,0
178,Billy Sherman,34,Female,Mumbai,37654,27,14,30,Camera,Electronics,12,0
179,Caitlin Perez,44,Male,Hyderabad,36426,62,39,20,Camera,Electronics,20,0
180,Victor Collins,26,Male,Chennai,20553,95,24,27,Shoes,Fashion,7,0
181,Nicholas Taylor,18,Male,Pune,104183,15,49,9,Gaming Console,Gaming,4,0
182,Christopher Powers,55,Female,Pune,46705,55,1,4,Watch,Electronics,3,0
183,Alyssa Pace,31,Male,Delhi,79813,70,34,1,Shoes,Fashion,15,0
184,Micheal Orozco,29,Male,Pune,79170,31,22,11,Watch,Fitness,9,0
185,Chase Compton,49,Male,Pune,20319,85,50,17,Tablet,Gaming,18,0
186,Susan Spencer,59,Male,Mumbai,71244,97,22,24,Watch,Fashion,3,0
187,Danielle Mccarty,47,Female,Delhi,98476,15,39,16,Camera,Fashion,6,0
188,Donna Hoover,42,Female,Pune,99961,15,1,12,Fitness Band,Fitness,15,1
189,Karen Gaines,37,Female,Chennai,97248,5,23,10,iPhone,Electronics,19,0
190,Shannon Pacheco,46,Female,Delhi,138041,57,28,15,Laptop,Electronics,12,0
191,Anthony Dyer,52,Female,Pune,27510,70,47,15,Laptop,Accessories,19,0
192,Andrew Edwards,19,Male,Delhi,72074,56,57,15,Watch,Fitness,15,0
193,Riley Thompson,21,Male,Chennai,113194,81,45,10,Smart TV,Fitness,10,0
194,Rachel Cohen,22,Female,Hyderabad,25403,17,4,20,Tablet,Electronics,13,1
195,Mary Young,46,Female,Chennai,117850,54,12,24,Gaming Console,Gaming,4,0
196,Karen Lee,30,Female,Hyderabad,35493,52,2,23,Gaming Console,Accessories,4,0
197,Betty Houston,44,Female,Pune,48037,49,15,19,Camera,Fashion,3,0
198,Morgan Swanson,21,Male,Delhi,143661,51,60,2,Laptop,Gaming,9,0
199,Lauren Davis,45,Female,Bangalore,32965,34,8,5,Laptop,Electronics,4,1
200,Andrew Porter,53,Female,Mumbai,69150,57,45,11,Smart TV,Gaming,12,0
201,Gary Lawrence,59,Male,Bangalore,29685,22,13,13,iPhone,Fashion,16,0
202,Richard Hanson,59,Female,Bangalore,64509,77,27,11,iPhone,Fashion,15,0
203,Pamela Jones,54,Male,Delhi,74124,13,38,15,Tablet,Gaming,1,0
204,Rachel Hernandez,53,Male,Bangalore,149782,29,34,14,Laptop,Fashion,15,0
205,Lisa Phillips,39,Male,Bangalore,138651,27,1,30,Fitness Band,Fashion,3,1
206,Matthew Hendrix,45,Male,Pune,65731,88,1,14,Watch,Fitness,10,0
207,Nicholas Logan,50,Male,Pune,142329,75,44,30,iPhone,Fitness,2,0
208,Erica Walker,60,Female,Pune,47606,90,33,22,Camera,Fitness,20,0
209,Natalie Horn,35,Male,Delhi,71904,2,52,23,iPhone,Accessories,14,0
210,Miss Erica Jones,55,Male,Chennai,35838,98,58,7,Watch,Fashion,19,0
211,Christy West,53,Female,Mumbai,149246,25,35,27,Camera,Gaming,19,0
212,Jason Jacobs,45,Male,Bangalore,95090,18,2,17,Gaming Console,Fashion,4,1
213,Jennifer Merritt,38,Male,Mumbai,29960,55,45,3,Shoes,Gaming,4,0
214,Adam Hunter,42,Female,Delhi,41977,15,44,4,Headphones,Fitness,4,0
215,Jennifer Herrera,25,Female,Mumbai,46977,56,7,11,Gaming Console,Fashion,17,0
216,Leslie Mckay,38,Female,Delhi,81949,6,51,16,Smart TV,Fitness,9,0
217,Angela Weiss,56,Male,Hyderabad,62096,24,40,7,Smart TV,Gaming,16,0
218,Shannon Davila,41,Female,Delhi,38662,2,9,20,Laptop,Fashion,18,1
219,Karen Henry,39,Male,Bangalore,125570,86,58,26,Shoes,Fitness,4,0
220,Rachel Rivera,21,Female,Bangalore,40767,97,18,16,Gaming Console,Fitness,14,0
221,Teresa Ashley,48,Male,Chennai,141068,82,54,21,Headphones,Accessories,9,0
222,Jessica Watson,60,Female,Chennai,130381,38,2,30,Tablet,Fashion,14,1
223,Eric Palmer II,26,Female,Chennai,35862,98,20,16,Gaming Console,Fashion,15,0
224,Dennis Levine,28,Male,Hyderabad,28248,89,4,25,Watch,Accessories,1,0
225,Paul Williams,35,Male,Hyderabad,42745,26,35,21,Smart TV,Fitness,19,0
226,Nicole Wright,47,Male,Chennai,46774,6,58,26,Laptop,Electronics,2,0
227,Lawrence Cameron,38,Male,Bangalore,45078,89,46,19,Headphones,Fitness,10,0
228,Linda Roberts,47,Male,Bangalore,34337,85,37,28,iPhone,Accessories,3,0
229,Robert Anderson,59,Female,Delhi,47086,65,32,7,Fitness Band,Electronics,20,0
230,Rebecca Carpenter,39,Female,Mumbai,149299,64,20,18,Laptop,Fitness,15,0
231,Mr. Stephen Owens,35,Male,Bangalore,26342,16,55,17,Smart TV,Gaming,8,0
232,Jaclyn Hobbs,46,Female,Bangalore,135155,70,29,23,Watch,Fitness,19,0
233,Randall Hawkins,40,Male,Delhi,132238,91,7,22,Fitness Band,Gaming,14,0
234,Mr. Kenneth Wallace PhD,40,Male,Hyderabad,131243,93,40,21,Laptop,Accessories,16,0
235,Tracey Brooks,52,Male,Delhi,136797,10,49,27,iPhone,Fitness,4,0
236,Anthony Lynn,57,Male,Hyderabad,122067,45,53,26,Camera,Electronics,2,0
237,David Stone,23,Male,Bangalore,122255,1,24,1,Camera,Fitness,10,0
238,Eileen Singh,18,Male,Hyderabad,32364,39,3,13,Smart TV,Fitness,17,1
239,Michael Sanders,41,Female,Hyderabad,141450,60,51,16,Fitness Band,Accessories,5,0
240,Brandy Compton,54,Female,Bangalore,50819,1,5,2,Tablet,Fashion,10,1
241,Angela Miller,37,Male,Mumbai,86167,86,37,7,Fitness Band,Accessories,17,0
242,Isaac Wright II,33,Male,Delhi,29258,16,27,15,Shoes,Fashion,8,0
243,Kristina Ramirez,55,Male,Chennai,93376,91,13,6,iPhone,Fitness,7,0
244,Angela Diaz,55,Female,Hyderabad,118277,21,14,2,Headphones,Fashion,1,0
245,Bruce Ramirez,33,Male,Delhi,57702,8,7,13,Fitness Band,Accessories,19,1
246,Scott Young,23,Female,Hyderabad,57394,48,21,20,Gaming Console,Fashion,5,0
247,Jill Gonzalez,22,Female,Mumbai,30267,99,35,7,Smart TV,Accessories,9,0
248,William Schwartz,34,Male,Delhi,58432,66,57,3,Gaming Console,Accessories,17,0
249,Mark Adams,48,Male,Chennai,95658,77,26,15,Shoes,Fitness,13,0
250,Oscar Martinez,39,Female,Bangalore,80742,4,4,20,Tablet,Gaming,19,1
251,Sara Mcdowell,23,Male,Hyderabad,104006,19,38,13,Smart TV,Fitness,8,0
252,Richard Cole,48,Female,Pune,135231,40,30,28,Laptop,Fashion,9,0
253,Nicole Burns,34,Male,Mumbai,132867,42,13,6,Laptop,Accessories,2,0
254,Brittany Parker,31,Female,Hyderabad,40265,69,2,27,Watch,Fitness,20,0
255,Sandra Kline,52,Female,Pune,36498,43,3,26,Tablet,Gaming,10,0
256,Michael Sharp,48,Female,Chennai,108570,94,7,14,Laptop,Electronics,13,0
257,Curtis Curry,33,Male,Hyderabad,81058,91,48,19,Gaming Console,Fitness,19,0
258,Diana Gates,30,Female,Delhi,49438,78,41,5,Camera,Fashion,4,0
259,Richard Wright,23,Female,Bangalore,51952,98,16,10,Tablet,Electronics,7,0
260,Jessica Hughes,44,Female,Hyderabad,103985,62,48,9,Shoes,Gaming,20,0
261,Joseph Powell,26,Female,Chennai,87934,24,31,19,Laptop,Gaming,5,0
262,Kaitlin Carter,39,Male,Delhi,85084,74,59,7,Shoes,Fitness,5,0
263,Ashley Smith,33,Female,Bangalore,34758,87,57,7,Gaming Console,Electronics,1,0
264,Jessica Meyers,27,Male,Bangalore,80990,99,17,21,Fitness Band,Electronics,19,0
265,Leslie Shah,20,Female,Hyderabad,58110,71,6,12,Gaming Console,Fitness,19,0
266,Stanley Smith,35,Female,Delhi,118973,81,42,7,Headphones,Fashion,4,0
267,Teresa Aguilar,44,Male,Delhi,84465,68,12,20,iPhone,Accessories,15,0
268,Deborah Roth,54,Male,Mumbai,34973,59,12,14,Headphones,Fitness,16,0
269,Crystal Shelton,60,Female,Mumbai,99595,52,14,20,Headphones,Fitness,15,0
270,Barbara Golden,38,Female,Mumbai,96546,93,3,20,Shoes,Gaming,18,0
271,Christine Benjamin,34,Female,Pune,26335,84,50,12,Gaming Console,Gaming,16,0
272,Julie Shea,29,Female,Pune,83735,93,47,24,Watch,Gaming,17,0
273,Mark Campbell,37,Female,Chennai,111009,61,7,29,Shoes,Accessories,1,0
274,Mark Lane,35,Male,Mumbai,142384,71,59,20,Smart TV,Accessories,18,0
275,Jeremy Miller,51,Female,Delhi,116297,18,52,17,Camera,Fashion,9,0
276,Tyler Byrd,51,Female,Bangalore,73889,40,22,23,Laptop,Electronics,16,0
277,Mr. Patrick Lee II,33,Female,Pune,110605,97,41,22,Headphones,Electronics,10,0
278,Shannon Alvarado,45,Male,Mumbai,41533,52,21,4,Fitness Band,Fashion,14,0
279,Timothy Golden,45,Female,Delhi,130995,89,57,19,Fitness Band,Electronics,19,0
280,Robert Huffman,21,Male,Bangalore,99034,34,48,13,Camera,Accessories,12,0
281,Barbara Garza,38,Male,Mumbai,77878,94,17,23,Shoes,Fitness,3,0
282,Donald Hodges,45,Male,Hyderabad,34237,84,50,27,Fitness Band,Gaming,16,0
283,Kristen Mack,28,Male,Pune,39012,4,47,25,Watch,Electronics,1,0
284,Catherine Soto,52,Female,Pune,44721,53,14,5,Watch,Fitness,3,0
285,Kenneth Williams,22,Male,Pune,72644,71,32,13,Smart TV,Gaming,8,0
286,James Hess,35,Male,Pune,83789,20,23,21,Fitness Band,Electronics,14,0
287,Tracey Bean,51,Female,Chennai,130265,72,11,3,Shoes,Fashion,3,0
288,Caitlyn Donaldson,60,Male,Pune,107082,3,21,1,Smart TV,Electronics,8,0
289,Mr. Kyle Smith,37,Male,Bangalore,148439,75,27,18,Smart TV,Fitness,4,0
290,Jason Smith,26,Male,Hyderabad,107884,7,27,10,Gaming Console,Electronics,19,0
291,Jonathan Ramos,57,Female,Chennai,114466,16,54,18,Fitness Band,Electronics,10,0
292,Christina Mendez,55,Female,Chennai,94162,64,26,8,Camera,Accessories,15,0
293,Laura Garcia,40,Female,Hyderabad,34812,61,2,28,Tablet,Gaming,11,0
294,Brenda Torres,44,Female,Mumbai,46443,6,2,29,Laptop,Accessories,13,1
295,Christopher Norman,30,Female,Delhi,83998,98,12,4,Laptop,Fashion,10,0
296,Amy Fernandez,54,Male,Mumbai,94068,14,52,14,Tablet,Accessories,14,0
297,Nicolas Vega,34,Female,Delhi,34011,82,44,25,Laptop,Fashion,13,0
298,Mr. Steven Hampton,22,Male,Pune,72252,94,28,6,Smart TV,Fashion,9,0
299,Clayton Horne,51,Male,Chennai,90088,36,57,15,Headphones,Electronics,2,0
300,Rhonda Gallegos,37,Female,Delhi,44120,97,47,29,Shoes,Fitness,6,0
301,Heather Rivera,36,Male,Pune,67641,66,32,30,Gaming Console,Electronics,18,0
302,John Taylor,20,Male,Bangalore,21688,94,42,10,Smart TV,Electronics,20,0
303,Amy Martinez MD,50,Male,Delhi,82726,8,10,13,Watch,Electronics,17,1
304,Todd Chapman,40,Female,Delhi,139046,85,52,5,iPhone,Accessories,16,0
305,Gerald Howell,60,Male,Delhi,98831,68,46,29,Fitness Band,Fitness,1,0
306,Yvonne Rodriguez,48,Female,Delhi,55799,35,53,29,Watch,Gaming,17,0
307,Wesley English,29,Female,Hyderabad,144073,13,57,1,Tablet,Fashion,20,0
308,Ryan Robertson,20,Male,Mumbai,54623,65,42,9,Laptop,Accessories,3,0
309,Luke Smith,27,Male,Pune,33969,67,58,14,Tablet,Gaming,7,0
310,Natalie Schmidt,52,Male,Mumbai,38640,14,22,9,Laptop,Accessories,1,0
311,Nicholas Barnes,47,Male,Mumbai,130481,41,36,19,Watch,Fitness,8,0
312,Larry Tanner,46,Male,Bangalore,109574,84,55,29,Headphones,Fashion,16,0
313,Jon Fritz,42,Male,Chennai,101757,93,27,15,Camera,Gaming,5,0
